Shape,Cut,Color,Clarity,Carat,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Length,Width,Height,Price,Type,price_category,price_category_encoded,Cut_encoded,Color_encoded,Clarity_encoded,Polish_encoded,Symmetry_encoded,Girdle_encoded,Carat_category,Carat_category_encoded
Princess,Ideal,D,VS1,1.17,1.0,71.7,68.0,Excellent,Very Good,Slightly Thick to Thick,5.8,5.8,4.16,1190,GIA Lab-Grown,low,2,5,7,5,4.0,3.0,5.5,small,3
Round,Excellent,E,VS1,1.56,1.0,61.7,58.0,Excellent,Excellent,Medium,7.42,7.45,4.59,1780,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Princess,Very Good,E,VS2,1.01,1.01,68.4,76.0,Excellent,Very Good,Medium to Slightly Thick,5.68,5.65,3.86,3410,GIA,medium,3,3,6,4,4.0,3.0,4.5,small,3
Cushion Modified,Ideal,E,VS1,1.64,1.01,67.9,62.0,Excellent,Very Good,Thick to Very Thick,6.83,6.78,4.6,2170,GIA Lab-Grown,low,2,5,6,5,4.0,3.0,6.5,medium,4
Princess,Ideal,G,IF,1.05,1.01,72.7,70.0,Excellent,Excellent,Thick,5.5,5.46,3.97,4270,GIA,high,4,5,4,8,4.0,4.0,6.0,small,3
Princess,Ideal,E,VS1,1.03,1.0,71.7,71.0,Excellent,Very Good,Slightly Thick to Thick,5.59,5.58,4.0,4310,GIA,high,4,5,6,5,4.0,3.0,5.5,small,3
Round,Excellent,H,VS1,1.0,1.0,61.8,60.0,Excellent,Excellent,Slightly Thick,6.37,6.4,3.95,5240,GIA,very high,5,4,3,5,4.0,4.0,5.0,extra small,2
Princess,Ideal,E,VVS2,1.01,1.0,71.1,70.0,Excellent,Excellent,Medium,5.38,5.36,3.81,1180,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Excellent,H,VVS2,1.01,1.0,60.8,62.0,Excellent,Excellent,Medium to Slightly Thick,6.45,6.48,3.93,4140,GIA,high,4,4,3,6,4.0,4.0,4.5,small,3
Princess,Ideal,F,VS1,1.05,1.01,72.5,70.0,Excellent,Excellent,Thick,5.51,5.45,3.95,1030,GIA Lab-Grown,very low,1,5,5,5,4.0,4.0,6.0,small,3
Princess,Ideal,F,VS2,1.02,1.03,73.7,75.0,Excellent,Very Good,Slightly Thick,5.63,5.49,4.05,3490,GIA,medium,3,5,5,4,4.0,3.0,5.0,small,3
Cushion Modified,Ideal,F,VS1,2.9,1.01,65.8,62.0,Excellent,Excellent,Thin to Slightly Thick,8.3,8.21,5.4,6790,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,4.0,extra large,6
Princess,Ideal,E,VS1,1.19,1.01,72.9,68.0,Excellent,Excellent,Slightly Thick,5.82,5.75,4.19,1180,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,5.0,small,3
Cushion Modified,Ideal,E,VS1,1.51,1.02,67.3,62.0,Excellent,Excellent,Thick to Very Thick,6.71,6.55,4.41,2980,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,6.5,medium,4
Princess,Ideal,F,VVS2,1.07,1.0,71.9,69.0,Excellent,Excellent,Medium to Slightly Thick,5.5,5.48,3.94,1200,IGI Lab-Grown,low,2,5,5,6,4.0,4.0,4.5,small,3
Cushion,Ideal,E,VVS1,1.53,1.04,65.2,64.0,Excellent,Excellent,Medium to Thick,6.77,6.52,4.25,3440,IGI Lab-Grown,medium,3,5,6,7,4.0,4.0,5.0,medium,4
Round,Ideal,E,VS1,1.59,1.0,61.7,59.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.47,4.6,1830,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,F,VS1,2.2,1.0,68.5,62.0,Excellent,Excellent,Slightly Thick to Thick,7.47,7.46,5.11,5260,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,5.5,large,5
Round,Excellent,E,VS1,1.58,1.0,60.7,58.0,Excellent,Excellent,Medium,7.52,7.55,4.57,1800,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,E,VS1,1.15,1.02,73.0,66.0,Excellent,Excellent,Medium,5.69,5.59,4.08,1140,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS1,1.17,1.0,72.3,69.0,Excellent,Excellent,Medium,5.76,5.74,4.15,1160,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS1,1.19,1.01,70.3,68.0,Excellent,Very Good,Thick to Very Thick,5.79,5.73,4.03,1120,GIA Lab-Grown,very low,1,5,6,5,4.0,3.0,6.5,small,3
Princess,Ideal,H,VS1,1.18,1.02,72.5,73.0,Excellent,Very Good,Thick,5.75,5.66,4.11,4040,GIA,high,4,5,3,5,4.0,3.0,6.0,small,3
Round,Excellent,D,VS1,1.57,1.0,61.7,56.0,Excellent,Excellent,Medium to Slightly Thick,7.44,7.46,4.6,1840,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,D,VVS1,1.5,1.02,64.7,62.0,Excellent,Excellent,Thin to Slightly Thick,6.62,6.49,4.2,3090,GIA Lab-Grown,medium,3,5,7,7,4.0,4.0,4.0,small,3
Cushion Modified,Very Good,H,VS2,1.2,1.11,73.6,65.0,Excellent,Very Good,Medium to Very Thick,6.1,5.48,4.03,2240,GIA,low,2,3,3,4,4.0,3.0,6.0,small,3
Round,Excellent,H,VS2,1.0,1.01,63.6,56.0,Excellent,Very Good,Medium to Slightly Thick,6.28,6.36,4.02,3660,GIA,medium,3,4,3,4,4.0,3.0,4.5,extra small,2
Cushion,Ideal,E,VS1,2.77,1.01,68.2,64.0,Excellent,Excellent,Slightly Thick to Thick,8.16,8.05,5.49,4460,IGI Lab-Grown,high,4,5,6,5,4.0,4.0,5.5,extra large,6
Princess,Ideal,G,VVS1,1.01,1.02,74.9,70.0,Very Good,Very Good,Slightly Thick to Thick,5.44,5.34,4.0,3580,GIA,medium,3,5,4,7,3.0,3.0,5.5,small,3
Cushion Modified,Ideal,E,VS1,3.09,1.01,67.4,60.0,Excellent,Excellent,Medium to Thick,8.45,8.39,5.65,6720,GIA Lab-Grown,very high,5,5,6,5,4.0,4.0,5.0,ultra large (3+),7
Princess,Very Good,E,VVS2,1.01,1.02,74.5,77.0,Excellent,Very Good,Slightly Thick to Thick,5.41,5.3,3.95,3590,GIA,medium,3,3,6,6,4.0,3.0,5.5,small,3
Round,Excellent,H,VS2,1.0,1.01,61.1,59.0,Excellent,Excellent,Slightly Thick,6.38,6.42,3.91,4030,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Round,Ideal,E,VS1,1.58,1.0,61.1,58.0,Excellent,Excellent,Medium,7.49,7.52,4.59,1840,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,F,VVS2,1.74,1.02,66.2,64.0,Excellent,Excellent,Medium to Thick,7.12,6.99,4.63,3370,GIA Lab-Grown,medium,3,5,5,6,4.0,4.0,5.0,medium,4
Round,Excellent,E,VS1,1.58,1.0,61.1,58.0,Excellent,Excellent,Medium,7.51,7.53,4.59,1800,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Round,Very Good,G,VS2,1.0,1.01,59.1,62.0,Excellent,Very Good,Slightly Thick to Thick,6.4,6.48,3.81,1120,GIA,very low,1,3,4,4,4.0,3.0,5.5,extra small,2
Cushion Modified,Ideal,D,VVS2,2.39,1.02,67.6,58.0,Excellent,Excellent,Medium to Thick,7.63,7.46,5.05,4720,GIA Lab-Grown,very high,5,5,7,6,4.0,4.0,5.0,large,5
Princess,Ideal,E,VVS2,1.03,1.01,72.5,66.0,Excellent,Excellent,Thin,5.47,5.42,3.93,1200,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,3.0,small,3
Round,Excellent,E,VS1,1.53,1.0,61.3,56.0,Excellent,Excellent,Medium,7.42,7.45,4.56,1740,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Cushion,Ideal,F,VS1,2.08,1.0,67.3,64.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.4,4.98,2760,IGI Lab-Grown,medium,3,5,5,5,4.0,4.0,4.5,large,5
Round,Excellent,D,VS1,1.58,1.0,60.6,58.0,Excellent,Excellent,Medium to Slightly Thick,7.53,7.55,4.57,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.5,1.01,60.1,59.0,Excellent,Excellent,Medium to Slightly Thick,7.39,7.43,4.46,1760,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,small,3
Cushion Modified,Very Good,H,VS2,1.01,1.3,67.8,61.0,Excellent,Excellent,Medium to Very Thick,6.66,5.13,3.48,2370,GIA,medium,3,3,3,4,4.0,4.0,6.0,small,3
Round,Excellent,E,VS1,1.56,1.0,61.5,57.0,Excellent,Excellent,Medium to Slightly Thick,7.43,7.46,4.58,1780,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS2,1.0,1.01,62.3,58.0,Excellent,Excellent,Medium to Slightly Thick,6.32,6.38,3.96,3900,GIA,high,4,4,3,4,4.0,4.0,4.5,extra small,2
Princess,Ideal,E,VVS2,1.09,1.01,72.7,71.0,Excellent,Very Good,Thin to Slightly Thick,5.65,5.6,4.07,4330,GIA,high,4,5,6,6,4.0,3.0,4.0,small,3
Round,Ideal,D,VS1,1.57,1.0,61.2,58.0,Excellent,Excellent,Medium,7.46,7.48,4.57,1840,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,E,VVS2,1.04,1.01,69.6,68.0,Excellent,Excellent,Medium,5.62,5.59,3.89,1210,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,small,3
Round,Excellent,H,VS1,1.01,1.01,61.3,57.0,Excellent,Very Good,Medium to Slightly Thick,6.42,6.46,3.95,4100,GIA,high,4,4,3,5,4.0,3.0,4.5,small,3
Cushion Modified,Very Good,H,VS1,1.02,1.1,65.2,63.0,Excellent,Excellent,Slightly Thick to Thick,6.16,5.59,3.64,2190,GIA,low,2,3,3,5,4.0,4.0,5.5,small,3
Round,Ideal,D,VS1,1.55,1.01,60.6,58.0,Excellent,Excellent,Medium,7.43,7.47,4.52,1810,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,G,VVS1,1.01,1.02,72.3,72.0,Excellent,Very Good,Medium to Slightly Thick,5.68,5.57,4.02,4020,GIA,high,4,5,4,7,4.0,3.0,4.5,small,3
Round,Excellent,D,VS1,1.52,1.01,62.2,58.0,Excellent,Excellent,Medium to Slightly Thick,7.35,7.39,4.58,1780,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS2,1.01,1.0,59.8,60.0,Excellent,Excellent,Medium to Slightly Thick,6.48,6.51,3.89,3940,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Round,Very Good,H,VS1,1.0,1.01,64.6,57.0,Excellent,Very Good,Medium to Thick,6.14,6.23,4.0,3420,GIA,medium,3,3,3,5,4.0,3.0,5.0,extra small,2
Princess,Ideal,E,VS1,1.14,1.03,72.3,70.0,Excellent,Excellent,Medium,5.79,5.6,4.05,4590,IGI Lab-Grown,high,4,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS2,1.02,1.04,68.9,73.0,Excellent,Very Good,Medium to Thick,5.79,5.59,3.85,3450,GIA,medium,3,5,6,4,4.0,3.0,5.0,small,3
Princess,Ideal,H,VS1,1.0,1.01,73.0,72.0,Excellent,Very Good,Medium to Thick,5.56,5.49,4.0,3570,GIA,medium,3,5,3,5,4.0,3.0,5.0,extra small,2
Princess,Ideal,E,VVS2,1.03,1.01,72.7,68.0,Excellent,Excellent,Thick to Very Thick,5.39,5.32,3.87,1200,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,6.5,small,3
Round,Excellent,G,VS2,1.0,1.01,62.6,54.0,Excellent,Very Good,Slightly Thick,6.33,6.38,3.98,3960,GIA,high,4,4,4,4,4.0,3.0,5.0,extra small,2
Round,Excellent,H,VS1,1.02,1.01,62.6,57.0,Excellent,Excellent,Slightly Thick,6.37,6.42,4.0,3900,GIA,high,4,4,3,5,4.0,4.0,5.0,small,3
Round,Excellent,E,VS1,1.55,1.0,61.6,56.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.45,4.58,1770,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Ideal,E,VS1,1.08,1.01,71.6,69.0,Excellent,Excellent,Medium,5.63,5.6,4.01,1070,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Princess,Ideal,G,VS2,1.0,1.0,68.0,69.0,Excellent,Very Good,Thin to Very Thick,5.62,5.61,3.81,3860,GIA,high,4,5,4,4,4.0,3.0,5.5,extra small,2
Round,Ideal,E,VS1,1.57,1.0,61.7,56.0,Excellent,Excellent,Medium,7.47,7.49,4.61,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Princess,Ideal,F,VVS1,1.01,1.02,67.2,75.0,Excellent,Very Good,Medium to Slightly Thick,5.76,5.66,3.8,4120,GIA,high,4,5,5,7,4.0,3.0,4.5,small,3
Round,Very Good,H,VVS2,1.0,1.0,64.3,56.0,Excellent,Excellent,Slightly Thick to Thick,6.22,6.24,4.01,3970,GIA,high,4,3,3,6,4.0,4.0,5.5,extra small,2
Princess,Ideal,E,VS1,1.08,1.01,73.1,68.0,Excellent,Excellent,Medium,5.57,5.54,4.05,1070,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Round,Excellent,H,VS1,1.01,1.01,59.0,61.0,Excellent,Excellent,Slightly Thick,6.51,6.56,3.85,3790,GIA,medium,3,4,3,5,4.0,4.0,5.0,small,3
Round,Excellent,D,VS1,1.55,1.0,61.9,56.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.43,4.59,1810,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.52,1.01,61.1,58.0,Excellent,Excellent,Medium,7.38,7.42,4.52,4310,GIA Lab-Grown,high,4,4,7,5,4.0,4.0,4.0,medium,4
Cushion Modified,Ideal,F,VS1,4.03,1.04,66.7,64.0,Excellent,Excellent,Slightly Thick to Thick,9.63,9.26,6.17,7680,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,5.5,ultra large (3+),7
Round,Excellent,E,VS1,1.53,1.0,61.0,58.0,Excellent,Excellent,Medium to Slightly Thick,7.41,7.44,4.53,1740,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Princess,Ideal,D,VS1,1.06,1.02,72.1,69.0,Excellent,Excellent,Medium,5.61,5.51,3.97,1140,IGI Lab-Grown,very low,1,5,7,5,4.0,4.0,4.0,small,3
Cushion Modified,Ideal,F,VS1,2.04,1.02,68.1,63.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.31,4.97,4860,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,4.5,large,5
Princess,Ideal,E,VS1,1.04,1.03,70.7,65.0,Excellent,Excellent,Slightly Thick to Thick,5.69,5.5,3.89,1040,GIA Lab-Grown,very low,1,5,6,5,4.0,4.0,5.5,small,3
Princess,Very Good,H,VS1,1.01,1.05,72.8,77.0,Very Good,Good,Thin to Very Thick,5.71,5.46,3.97,2710,GIA,medium,3,3,3,5,3.0,2.0,5.5,small,3
Round,Excellent,H,VS1,1.07,1.01,60.6,59.0,Excellent,Excellent,Medium to Slightly Thick,6.61,6.65,4.02,2710,GIA,medium,3,4,3,5,4.0,4.0,4.5,small,3
Princess,Ideal,E,VVS2,1.02,1.03,71.1,66.0,Excellent,Excellent,Slightly Thick,5.53,5.39,3.83,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,5.0,small,3
Cushion Modified,Ideal,D,VVS2,3.01,1.03,66.6,63.0,Excellent,Excellent,Slightly Thick to Thick,8.64,8.38,5.58,8180,GIA Lab-Grown,very high,5,5,7,6,4.0,4.0,5.5,ultra large (3+),7
Cushion,Ideal,F,VS1,2.18,1.03,67.2,61.0,Excellent,Excellent,Medium to Thick,7.5,7.29,4.9,2900,IGI Lab-Grown,medium,3,5,5,5,4.0,4.0,5.0,large,5
Cushion Modified,Ideal,D,VVS1,2.31,1.01,67.6,62.0,Excellent,Excellent,Slightly Thick to Thick,7.49,7.4,5.01,5330,GIA Lab-Grown,very high,5,5,7,7,4.0,4.0,5.5,large,5
Cushion Modified,Ideal,D,VVS1,2.27,1.0,67.7,61.0,Excellent,Excellent,Medium to Slightly Thick,7.41,7.39,5.0,5240,GIA Lab-Grown,very high,5,5,7,7,4.0,4.0,4.5,large,5
Round,Excellent,E,VS1,1.57,1.0,60.3,58.0,Excellent,Excellent,Thin to Slightly Thick,7.52,7.55,4.55,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.0,medium,4
Round,Excellent,D,VS1,1.58,1.0,61.0,57.0,Excellent,Excellent,Medium to Slightly Thick,7.51,7.52,4.58,1850,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Round,Excellent,D,VS1,1.52,1.0,61.8,57.0,Excellent,Excellent,Medium to Slightly Thick,7.37,7.39,4.56,1780,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,D,VVS1,2.41,1.05,68.6,59.0,Excellent,Excellent,Slightly Thick to Thick,7.96,7.57,5.19,6610,IGI Lab-Grown,very high,5,5,7,7,4.0,4.0,5.5,large,5
Princess,Ideal,H,VVS1,1.03,1.02,73.3,75.0,Excellent,Excellent,Slightly Thick to Thick,5.55,5.45,3.99,3210,GIA,medium,3,5,3,7,4.0,4.0,5.5,small,3
Cushion Modified,Ideal,E,VVS2,1.77,1.01,68.1,65.0,Excellent,Excellent,Thin to Thick,7.14,7.09,4.83,2870,GIA Lab-Grown,medium,3,5,6,6,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS1,1.01,1.01,62.5,58.0,Excellent,Excellent,Medium to Slightly Thick,6.37,6.41,3.99,3880,GIA,high,4,4,3,5,4.0,4.0,4.5,small,3
Princess,Ideal,G,VS1,1.01,1.0,74.2,71.0,Very Good,Very Good,Medium to Thick,5.43,5.42,4.02,3570,GIA,medium,3,5,4,5,3.0,3.0,5.0,small,3
Princess,Very Good,G,VS1,1.01,1.03,75.1,67.0,Excellent,Very Good,Medium to Slightly Thick,5.53,5.37,4.03,3480,GIA,medium,3,3,4,5,4.0,3.0,4.5,small,3
Princess,Ideal,H,VS1,1.02,1.0,72.7,74.0,Excellent,Excellent,Slightly Thick,5.63,5.62,4.09,3630,GIA,medium,3,5,3,5,4.0,4.0,5.0,small,3
Cushion Modified,Ideal,E,VVS1,1.84,1.03,69.5,59.0,Excellent,Excellent,Medium to Very Thick,7.01,6.8,4.73,3570,GIA Lab-Grown,medium,3,5,6,7,4.0,4.0,6.0,medium,4
Cushion Modified,Ideal,D,VS1,3.02,1.03,66.8,65.0,Excellent,Excellent,Medium to Thick,8.59,8.36,5.58,8100,GIA Lab-Grown,very high,5,5,7,5,4.0,4.0,5.0,ultra large (3+),7
Round,Ideal,D,VS1,1.56,1.0,61.5,57.0,Excellent,Excellent,Medium,7.44,7.46,4.58,1830,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.0,medium,4
Princess,Ideal,H,VS1,1.2,1.02,71.5,75.0,Very Good,Very Good,Medium to Slightly Thick,6.1,5.98,4.27,4170,GIA,high,4,5,3,5,3.0,3.0,4.5,small,3
Round,Excellent,H,VS2,1.0,1.01,62.7,58.0,Excellent,Excellent,Slightly Thick,6.36,6.4,4.0,3840,GIA,high,4,4,3,4,4.0,4.0,5.0,extra small,2
Cushion Modified,Ideal,D,VS1,1.49,1.04,66.5,66.0,Excellent,Excellent,Slightly Thick to Thick,6.71,6.46,4.29,1970,GIA Lab-Grown,low,2,5,7,5,4.0,4.0,5.5,small,3
Round,Excellent,H,VS2,1.0,1.01,63.3,58.0,Excellent,Excellent,Thin to Slightly Thick,6.31,6.36,4.01,3710,GIA,medium,3,4,3,4,4.0,4.0,4.0,extra small,2
Cushion,Ideal,D,VVS2,1.52,1.04,66.1,63.0,Excellent,Excellent,Medium to Slightly Thick,6.7,6.43,4.25,3030,IGI Lab-Grown,medium,3,5,7,6,4.0,4.0,4.5,medium,4
Cushion Modified,Ideal,G,VS1,1.01,1.01,67.9,60.0,Excellent,Excellent,Slightly Thick to Very Thick,5.6,5.52,3.75,2280,GIA,low,2,5,4,5,4.0,4.0,6.5,small,3
Cushion Modified,Ideal,F,VS1,2.6,1.01,67.2,62.0,Excellent,Excellent,Slightly Thick to Thick,7.98,7.87,5.29,6090,GIA Lab-Grown,very high,5,5,5,5,4.0,4.0,5.5,extra large,6
Cushion Modified,Ideal,D,VS1,2.26,1.03,65.9,58.0,Excellent,Excellent,Medium to Thick,7.67,7.44,4.9,3880,GIA Lab-Grown,high,4,5,7,5,4.0,4.0,5.0,large,5
Princess,Ideal,G,VS1,1.0,1.01,74.9,75.0,Excellent,Excellent,Thin to Slightly Thick,5.5,5.46,4.09,3540,GIA,medium,3,5,4,5,4.0,4.0,4.0,extra small,2
Princess,Ideal,E,VVS2,1.02,1.03,69.3,68.0,Excellent,Excellent,Medium to Slightly Thick,5.61,5.44,3.77,1190,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.5,small,3
Round,Ideal,E,VS1,1.58,1.0,61.8,56.0,Excellent,Excellent,Medium,7.46,7.49,4.62,1840,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Ideal,E,VS1,1.57,1.0,61.7,57.0,Excellent,Excellent,Medium,7.43,7.46,4.6,1820,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Ideal,E,VS1,1.59,1.01,60.8,57.0,Excellent,Excellent,Thin to Medium,7.54,7.58,4.59,1810,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,3.5,medium,4
Princess,Ideal,E,VS1,1.08,1.0,74.1,70.0,Excellent,Excellent,Medium,5.49,5.48,4.06,1070,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Round,Excellent,E,VS1,1.56,1.01,60.7,59.0,Excellent,Excellent,Medium to Slightly Thick,7.46,7.5,4.54,1780,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Excellent,H,VS2,1.02,1.01,62.5,57.0,Excellent,Excellent,Medium to Slightly Thick,6.39,6.43,4.01,4040,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Princess,Ideal,E,VS1,1.26,1.0,72.2,69.0,Very Good,Excellent,Slightly Thick to Thick,5.84,5.82,4.2,1170,GIA Lab-Grown,low,2,5,6,5,3.0,4.0,5.5,small,3
Cushion Modified,Ideal,E,VS1,1.98,1.01,66.3,61.0,Excellent,Excellent,Thin to Medium,7.38,7.28,4.82,2950,GIA Lab-Grown,medium,3,5,6,5,4.0,4.0,3.5,medium,4
Round,Excellent,H,VS1,1.03,1.01,63.0,58.0,Excellent,Excellent,Slightly Thick,6.38,6.43,4.03,4100,GIA,high,4,4,3,5,4.0,4.0,5.0,small,3
Round,Excellent,D,VS1,1.54,1.0,61.7,56.0,Excellent,Excellent,Medium to Slightly Thick,7.4,7.42,4.57,1800,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,G,VVS2,1.03,1.03,73.9,74.0,Excellent,Very Good,Thick,5.64,5.46,4.03,3150,GIA,medium,3,5,4,6,4.0,3.0,6.0,small,3
Princess,Ideal,D,VS1,1.08,1.01,72.1,68.0,Excellent,Very Good,Slightly Thick,5.63,5.59,4.03,1110,GIA Lab-Grown,very low,1,5,7,5,4.0,3.0,5.0,small,3
Princess,Ideal,G,VVS1,1.05,1.01,71.3,73.0,Excellent,Excellent,Medium,5.7,5.67,4.04,3960,GIA,high,4,5,4,7,4.0,4.0,4.0,small,3
Princess,Ideal,E,VS2,1.01,1.01,72.5,72.0,Excellent,Very Good,Thick,5.49,5.41,3.92,3500,GIA,medium,3,5,6,4,4.0,3.0,6.0,small,3
Princess,Ideal,E,VVS2,1.0,1.0,68.8,69.0,Excellent,Excellent,Medium,5.5,5.48,3.77,1160,IGI Lab-Grown,low,2,5,6,6,4.0,4.0,4.0,extra small,2
Princess,Ideal,F,VS1,1.02,1.02,72.6,71.0,Excellent,Very Good,Thick to Very Thick,5.48,5.39,3.91,4260,GIA,high,4,5,5,5,4.0,3.0,6.5,small,3
Princess,Ideal,E,VS1,1.04,1.01,71.8,72.0,Excellent,Excellent,Medium,5.53,5.47,3.93,1040,IGI Lab-Grown,very low,1,5,6,5,4.0,4.0,4.0,small,3
Round,Excellent,H,VS2,1.0,1.01,63.0,56.0,Excellent,Excellent,Slightly Thick,6.32,6.37,4.0,3750,GIA,medium,3,4,3,4,4.0,4.0,5.0,extra small,2
Cushion,Ideal,D,VVS2,2.27,1.0,67.1,63.0,Excellent,Excellent,Medium to Thick,7.59,7.56,5.07,7080,IGI Lab-Grown,very high,5,5,7,6,4.0,4.0,5.0,large,5
Round,Ideal,E,VS1,1.59,1.01,61.0,57.0,Excellent,Excellent,Medium,7.52,7.56,4.6,1850,IGI Lab-Grown,low,2,5,6,5,4.0,4.0,4.0,medium,4
Round,Excellent,H,VS2,1.04,1.01,62.7,58.0,Excellent,Excellent,Medium to Slightly Thick,6.43,6.47,4.05,4110,GIA,high,4,4,3,4,4.0,4.0,4.5,small,3
Round,Excellent,G,VS2,1.0,1.01,63.5,56.0,Excellent,Very Good,Thin to Slightly Thick,6.28,6.36,4.01,3730,GIA,medium,3,4,4,4,4.0,3.0,4.0,extra small,2
Princess,Ideal,E,VS1,1.1,1.03,74.2,69.0,Excellent,Excellent,Slightly Thick to Thick,5.7,5.53,4.11,1090,GIA Lab-Grown,very low,1,5,6,5,4.0,4.0,5.5,small,3
Round,Excellent,D,VS1,1.54,1.01,61.0,58.0,Excellent,Excellent,Medium to Slightly Thick,7.39,7.45,4.53,1800,GIA Lab-Grown,low,2,4,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,G,VS1,1.18,1.01,73.3,71.0,Excellent,Excellent,Thick,5.73,5.67,4.15,4290,GIA,high,4,5,4,5,4.0,4.0,6.0,small,3
Round,Excellent,E,VS1,1.57,1.0,61.1,58.0,Excellent,Excellent,Medium to Slightly Thick,7.45,7.48,4.57,1790,GIA Lab-Grown,low,2,4,6,5,4.0,4.0,4.5,medium,4
Round,Ideal,D,VS1,1.58,1.0,62.4,57.0,Excellent,Excellent,Medium to Slightly Thick,7.42,7.44,4.63,1850,IGI Lab-Grown,low,2,5,7,5,4.0,4.0,4.5,medium,4
Princess,Ideal,H,VVS1,1.01,1.0,70.7,71.0,Excellent,Excellent,Thick,5.45,5.45,3.86,3110,GIA,medium,3,5,3,7,4.0,4.0,6.0,small,3
Princess,Ideal,G,VS1,1.01,1.01,73.1,74.0,Excellent,Very Good,Thin to Slightly Thick,5.68,5.6,4.09,3240,GIA,medium,3,5,4,5,4.0,3.0,4.0,small,3
Cushion Modified,Ideal,E,IF,1.3,1.0,65.4,61.0,Excellent,Excellent,Slightly Thick to Thick,6.23,6.21,4.07,2620,GIA Lab-Grown,medium,3,5,6,8,4.0,4.0,5.5,small,3
